Item ID,URL,Zip Code,Size,Delivery Date,Current Data,Days to Delivery
hsales-B077RN8W78-mens-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07537HQXD&customizationToken=MC_Assembly_1%23B07537HQXD&th=1,10001,4X-Large,2024-12-17,2024-12-10,7
hsales-B077RN8W78-mens-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07537HQXD&customizationToken=MC_Assembly_1%23B07537HQXD&th=1,10001,3X-Large,2024-12-17,2024-12-10,7
hsales-B077RN8W78-mens-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07537HQXD&customizationToken=MC_Assembly_1%23B07537HQXD&th=1,10001,XX-Large,2024-12-17,2024-12-10,7
hsales-B077RN8W78-mens-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07537HQXD&customizationToken=MC_Assembly_1%23B07537HQXD&th=1,10001,X-Large,2024-12-17,2024-12-10,7
hsales-B077RN8W78-mens-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07537HQXD&customizationToken=MC_Assembly_1%23B07537HQXD&th=1,10001,Large,2024-12-17,2024-12-10,7
hsales-B077RN8W78-mens-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07537HQXD&customizationToken=MC_Assembly_1%23B07537HQXD&th=1,10001,Medium,2024-12-17,2024-12-10,7
hsales-B077RN8W78-mens-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07537HQXD&customizationToken=MC_Assembly_1%23B07537HQXD&th=1,10001,Small,2024-12-17,2024-12-10,7
hsales-B077RN8W78-womens-black-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07537H5TD&customizationToken=MC_Assembly_1%23B07537H5TD&th=1,10001,X-Small,2024-12-17,2024-12-10,7
hsales-B077RN8W78-womens-black-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07537H5TD&customizationToken=MC_Assembly_1%23B07537H5TD&th=1,10001,3X-Large,2024-12-17,2024-12-10,7
hsales-B077RN8W78-womens-black-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07537H5TD&customizationToken=MC_Assembly_1%23B07537H5TD&th=1,10001,XX-Large,2024-12-17,2024-12-10,7
hsales-B077RN8W78-womens-black-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07537H5TD&customizationToken=MC_Assembly_1%23B07537H5TD&th=1,10001,X-Large,2024-12-17,2024-12-10,7
hsales-B077RN8W78-womens-black-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07537H5TD&customizationToken=MC_Assembly_1%23B07537H5TD&th=1,10001,Large,2024-12-17,2024-12-10,7
hsales-B077RN8W78-womens-black-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07537H5TD&customizationToken=MC_Assembly_1%23B07537H5TD&th=1,10001,Medium,2024-12-17,2024-12-10,7
hsales-B077RN8W78-womens-black-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07537H5TD&customizationToken=MC_Assembly_1%23B07537H5TD&th=1,10001,Small,2024-12-17,2024-12-10,7
hsales-B077RN8W78-womens-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B0753863DZ&customizationToken=MC_Assembly_1%23B0753863DZ&th=1,10001,X-Small,2024-12-17,2024-12-10,7
hsales-B077RN8W78-womens-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B0753863DZ&customizationToken=MC_Assembly_1%23B0753863DZ&th=1,10001,3X-Large,2024-12-17,2024-12-10,7
hsales-B077RN8W78-womens-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B0753863DZ&customizationToken=MC_Assembly_1%23B0753863DZ&th=1,10001,XX-Large,2024-12-17,2024-12-10,7
hsales-B077RN8W78-womens-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B0753863DZ&customizationToken=MC_Assembly_1%23B0753863DZ&th=1,10001,X-Large,2024-12-17,2024-12-10,7
hsales-B077RN8W78-womens-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B0753863DZ&customizationToken=MC_Assembly_1%23B0753863DZ&th=1,10001,Large,2024-12-17,2024-12-10,7
hsales-B077RN8W78-womens-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B0753863DZ&customizationToken=MC_Assembly_1%23B0753863DZ&th=1,10001,Medium,2024-12-17,2024-12-10,7
hsales-B077RN8W78-womens-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B0753863DZ&customizationToken=MC_Assembly_1%23B0753863DZ&th=1,10001,Small,2024-12-17,2024-12-10,7
hsales-B077RN8W78-youth-black-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07535YF4X&customizationToken=MC_Assembly_1%23B07535YF4X&th=1,10001,4T,2024-12-17,2024-12-10,7
hsales-B077RN8W78-youth-black-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07535YF4X&customizationToken=MC_Assembly_1%23B07535YF4X&th=1,10001,3T,2024-12-17,2024-12-10,7
hsales-B077RN8W78-youth-black-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07535YF4X&customizationToken=MC_Assembly_1%23B07535YF4X&th=1,10001,2T,2024-12-17,2024-12-10,7
hsales-B077RN8W78-youth-black-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07535YF4X&customizationToken=MC_Assembly_1%23B07535YF4X&th=1,10001,X-Small,2024-12-17,2024-12-10,7
hsales-B077RN8W78-youth-black-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07535YF4X&customizationToken=MC_Assembly_1%23B07535YF4X&th=1,10001,Large,2024-12-17,2024-12-10,7
hsales-B077RN8W78-youth-black-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07535YF4X&customizationToken=MC_Assembly_1%23B07535YF4X&th=1,10001,Medium,2024-12-17,2024-12-10,7
hsales-B077RN8W78-youth-black-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B07535YF4X&customizationToken=MC_Assembly_1%23B07535YF4X&th=1,10001,Small,2024-12-17,2024-12-10,7
hsales-B077RN8W78-youth-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B075382QL9&customizationToken=MC_Assembly_1%23B075382QL9&th=1,10001,4T,2024-12-17,2024-12-10,7
hsales-B077RN8W78-youth-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B075382QL9&customizationToken=MC_Assembly_1%23B075382QL9&th=1,10001,3T,2024-12-17,2024-12-10,7
hsales-B077RN8W78-youth-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B075382QL9&customizationToken=MC_Assembly_1%23B075382QL9&th=1,10001,2T,2024-12-17,2024-12-10,7
hsales-B077RN8W78-youth-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B075382QL9&customizationToken=MC_Assembly_1%23B075382QL9&th=1,10001,X-Small,2024-12-17,2024-12-10,7
hsales-B077RN8W78-youth-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B075382QL9&customizationToken=MC_Assembly_1%23B075382QL9&th=1,10001,Large,2024-12-17,2024-12-10,7
hsales-B077RN8W78-youth-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B075382QL9&customizationToken=MC_Assembly_1%23B075382QL9&th=1,10001,Medium,2024-12-17,2024-12-10,7
hsales-B077RN8W78-youth-navy-tee-10001-NY,https://www.amazon.com/dp/B077RN8W78?customId=B075382QL9&customizationToken=MC_Assembly_1%23B075382QL9&th=1,10001,Small,2024-12-17,2024-12-10,7
hsales-B077RN8W78-mens-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B07537HQXD&customizationToken=MC_Assembly_1%23B07537HQXD&th=1,90007,6X-Large,2024-12-18,2024-12-10,8
hsales-B077RN8W78-mens-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B07537HQXD&customizationToken=MC_Assembly_1%23B07537HQXD&th=1,90007,5X-Large,2024-12-18,2024-12-10,8
hsales-B077RN8W78-mens-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B07537HQXD&customizationToken=MC_Assembly_1%23B07537HQXD&th=1,90007,4X-Large,2024-12-18,2024-12-10,8
hsales-B077RN8W78-mens-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B07537HQXD&customizationToken=MC_Assembly_1%23B07537HQXD&th=1,90007,3X-Large,2024-12-18,2024-12-10,8
hsales-B077RN8W78-mens-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B07537HQXD&customizationToken=MC_Assembly_1%23B07537HQXD&th=1,90007,XX-Large,2024-12-18,2024-12-10,8
hsales-B077RN8W78-mens-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B07537HQXD&customizationToken=MC_Assembly_1%23B07537HQXD&th=1,90007,X-Large,2024-12-18,2024-12-10,8
hsales-B077RN8W78-mens-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B07537HQXD&customizationToken=MC_Assembly_1%23B07537HQXD&th=1,90007,Large,2024-12-18,2024-12-10,8
hsales-B077RN8W78-mens-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B07537HQXD&customizationToken=MC_Assembly_1%23B07537HQXD&th=1,90007,Medium,2024-12-18,2024-12-10,8
hsales-B077RN8W78-mens-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B07537HQXD&customizationToken=MC_Assembly_1%23B07537HQXD&th=1,90007,Small,2024-12-18,2024-12-10,8
hsales-B077RN8W78-womens-black-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B07537H5TD&customizationToken=MC_Assembly_1%23B07537H5TD&th=1,90007,X-Small,2024-12-18,2024-12-10,8
hsales-B077RN8W78-womens-black-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B07537H5TD&customizationToken=MC_Assembly_1%23B07537H5TD&th=1,90007,3X-Large,2024-12-18,2024-12-10,8
hsales-B077RN8W78-womens-black-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B07537H5TD&customizationToken=MC_Assembly_1%23B07537H5TD&th=1,90007,XX-Large,2024-12-18,2024-12-10,8
hsales-B077RN8W78-womens-black-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B07537H5TD&customizationToken=MC_Assembly_1%23B07537H5TD&th=1,90007,X-Large,2024-12-18,2024-12-10,8
hsales-B077RN8W78-womens-black-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B07537H5TD&customizationToken=MC_Assembly_1%23B07537H5TD&th=1,90007,Large,2024-12-18,2024-12-10,8
hsales-B077RN8W78-womens-black-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B07537H5TD&customizationToken=MC_Assembly_1%23B07537H5TD&th=1,90007,Medium,2024-12-18,2024-12-10,8
hsales-B077RN8W78-womens-black-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B07537H5TD&customizationToken=MC_Assembly_1%23B07537H5TD&th=1,90007,Small,2024-12-18,2024-12-10,8
hsales-B077RN8W78-womens-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B0753863DZ&customizationToken=MC_Assembly_1%23B0753863DZ&th=1,90007,X-Small,2024-12-18,2024-12-10,8
hsales-B077RN8W78-womens-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B0753863DZ&customizationToken=MC_Assembly_1%23B0753863DZ&th=1,90007,3X-Large,2024-12-18,2024-12-10,8
hsales-B077RN8W78-womens-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B0753863DZ&customizationToken=MC_Assembly_1%23B0753863DZ&th=1,90007,XX-Large,2024-12-18,2024-12-10,8
hsales-B077RN8W78-womens-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B0753863DZ&customizationToken=MC_Assembly_1%23B0753863DZ&th=1,90007,X-Large,2024-12-18,2024-12-10,8
hsales-B077RN8W78-womens-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B0753863DZ&customizationToken=MC_Assembly_1%23B0753863DZ&th=1,90007,Large,2024-12-18,2024-12-10,8
hsales-B077RN8W78-womens-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B0753863DZ&customizationToken=MC_Assembly_1%23B0753863DZ&th=1,90007,Medium,2024-12-18,2024-12-10,8
hsales-B077RN8W78-womens-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B0753863DZ&customizationToken=MC_Assembly_1%23B0753863DZ&th=1,90007,Small,2024-12-18,2024-12-10,8
hsales-B077RN8W78-youth-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B075382QL9&customizationToken=MC_Assembly_1%23B075382QL9&th=1,90007,4T,2024-12-18,2024-12-10,8
hsales-B077RN8W78-youth-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B075382QL9&customizationToken=MC_Assembly_1%23B075382QL9&th=1,90007,3T,2024-12-18,2024-12-10,8
hsales-B077RN8W78-youth-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B075382QL9&customizationToken=MC_Assembly_1%23B075382QL9&th=1,90007,2T,2024-12-18,2024-12-10,8
hsales-B077RN8W78-youth-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B075382QL9&customizationToken=MC_Assembly_1%23B075382QL9&th=1,90007,X-Small,2024-12-18,2024-12-10,8
hsales-B077RN8W78-youth-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B075382QL9&customizationToken=MC_Assembly_1%23B075382QL9&th=1,90007,Large,2024-12-18,2024-12-10,8
hsales-B077RN8W78-youth-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B075382QL9&customizationToken=MC_Assembly_1%23B075382QL9&th=1,90007,Medium,2024-12-18,2024-12-10,8
hsales-B077RN8W78-youth-navy-tee-90007-LA,https://www.amazon.com/dp/B077RN8W78?customId=B075382QL9&customizationToken=MC_Assembly_1%23B075382QL9&th=1,90007,Small,2024-12-18,2024-12-10,8
hsales-B09M9HHNN4-uni-black-sweat-10001-NY,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZCQZR&customizationToken=MC_Assembly_1%23B078RZCQZR&th=1,10001,XX-Large,2024-12-23,2024-12-10,13
hsales-B09M9HHNN4-uni-black-sweat-10001-NY,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZCQZR&customizationToken=MC_Assembly_1%23B078RZCQZR&th=1,10001,X-Large,2024-12-23,2024-12-10,13
hsales-B09M9HHNN4-uni-black-sweat-10001-NY,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZCQZR&customizationToken=MC_Assembly_1%23B078RZCQZR&th=1,10001,Large,2024-12-23,2024-12-10,13
hsales-B09M9HHNN4-uni-black-sweat-10001-NY,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZCQZR&customizationToken=MC_Assembly_1%23B078RZCQZR&th=1,10001,Medium,2024-12-23,2024-12-10,13
hsales-B09M9HHNN4-uni-black-sweat-10001-NY,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZCQZR&customizationToken=MC_Assembly_1%23B078RZCQZR&th=1,10001,Small,2024-12-23,2024-12-10,13
hsales-B09M9HHNN4-uni-navy-sweat-10001-NY,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZW7F5&customizationToken=MC_Assembly_1%23B078RZW7F5&th=1,10001,XX-Large,2024-12-23,2024-12-10,13
hsales-B09M9HHNN4-uni-navy-sweat-10001-NY,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZW7F5&customizationToken=MC_Assembly_1%23B078RZW7F5&th=1,10001,X-Large,2024-12-23,2024-12-10,13
hsales-B09M9HHNN4-uni-navy-sweat-10001-NY,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZW7F5&customizationToken=MC_Assembly_1%23B078RZW7F5&th=1,10001,Large,2024-12-23,2024-12-10,13
hsales-B09M9HHNN4-uni-navy-sweat-10001-NY,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZW7F5&customizationToken=MC_Assembly_1%23B078RZW7F5&th=1,10001,Medium,2024-12-23,2024-12-10,13
hsales-B09M9HHNN4-uni-navy-sweat-10001-NY,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZW7F5&customizationToken=MC_Assembly_1%23B078RZW7F5&th=1,10001,Small,2024-12-23,2024-12-10,13
hsales-B09M9HHNN4-uni-black-sweat-90007-LA,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZCQZR&customizationToken=MC_Assembly_1%23B078RZCQZR&th=1,90007,XX-Large,2024-12-23,2024-12-10,13
hsales-B09M9HHNN4-uni-black-sweat-90007-LA,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZCQZR&customizationToken=MC_Assembly_1%23B078RZCQZR&th=1,90007,X-Large,2024-12-23,2024-12-10,13
hsales-B09M9HHNN4-uni-black-sweat-90007-LA,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZCQZR&customizationToken=MC_Assembly_1%23B078RZCQZR&th=1,90007,Large,2024-12-23,2024-12-10,13
hsales-B09M9HHNN4-uni-black-sweat-90007-LA,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZCQZR&customizationToken=MC_Assembly_1%23B078RZCQZR&th=1,90007,Medium,2024-12-23,2024-12-10,13
hsales-B09M9HHNN4-uni-black-sweat-90007-LA,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZCQZR&customizationToken=MC_Assembly_1%23B078RZCQZR&th=1,90007,Small,2024-12-23,2024-12-10,13
hsales-B09M9HHNN4-uni-navy-sweat-90007-LA,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZW7F5&customizationToken=MC_Assembly_1%23B078RZW7F5&th=1,90007,XX-Large,2024-12-23,2024-12-10,13
hsales-B09M9HHNN4-uni-navy-sweat-90007-LA,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZW7F5&customizationToken=MC_Assembly_1%23B078RZW7F5&th=1,90007,X-Large,2024-12-23,2024-12-10,13
hsales-B09M9HHNN4-uni-navy-sweat-90007-LA,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZW7F5&customizationToken=MC_Assembly_1%23B078RZW7F5&th=1,90007,Large,2024-12-23,2024-12-10,13
hsales-B09M9HHNN4-uni-navy-sweat-90007-LA,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZW7F5&customizationToken=MC_Assembly_1%23B078RZW7F5&th=1,90007,Medium,2024-12-23,2024-12-10,13
hsales-B09M9HHNN4-uni-navy-sweat-90007-LA,https://www.amazon.com/dp/B09M9HHNN4/?customId=B078RZW7F5&customizationToken=MC_Assembly_1%23B078RZW7F5&th=1,90007,Small,2024-12-23,2024-12-10,13
